ReviewID,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,roberta_classification,vader_classification,CourseId,Review,Label,detected_language,translated_review,translated_review_lower,translated_review_tokenized,translated_review_removed_stopwords,stemmed_translated_review,lemmatized_translated_review
227,0.0,0.71,0.29,0.7876,0.0028471406549215317,0.010868959128856659,0.9862838983535767,1.0,1.0,3d-printing-revolution,Excellent course! Very thorough introduction and has only peaked my curiosity to go further in understanding this powerful technology!,5,en,Excellent course! Very thorough introduction and has only peaked my curiosity to go further in understanding this powerful technology!,excellent course very thorough introduction and has only peaked my curiosity to go further in understanding this powerful technology,"['excellent', 'course', 'very', 'thorough', 'introduction', 'and', 'has', 'only', 'peaked', 'my', 'curiosity', 'to', 'go', 'further', 'in', 'understanding', 'this', 'powerful', 'technology']","['excellent', 'course', 'thorough', 'introduction', 'peaked', 'curiosity', 'go', 'understanding', 'powerful', 'technology']","['excel', 'cours', 'thorough', 'introduct', 'peak', 'curios', 'go', 'understand', 'power', 'technolog']","['excellent', 'course', 'thorough', 'introduction', 'peaked', 'curiosity', 'go', 'understand', 'powerful', 'technology']"
228,0.0,0.641,0.359,0.9325,0.004436353221535683,0.014911504462361336,0.9806520938873291,1.0,1.0,3d-printing-revolution,"The course was great! I think its a great point to start in 3d printing, it has lot of information, links, interviews and it easy to understand. Keep up the good work!!!",5,en,"The course was great! I think its a great point to start in 3d printing, it has lot of information, links, interviews and it easy to understand. Keep up the good work!!!",the course was great i think its a great point to start in d printing it has lot of information links interviews and it easy to understand keep up the good work,"['the', 'course', 'was', 'great', 'i', 'think', 'its', 'a', 'great', 'point', 'to', 'start', 'in', 'd', 'printing', 'it', 'has', 'lot', 'of', 'information', 'links', 'interviews', 'and', 'it', 'easy', 'to', 'understand', 'keep', 'up', 'the', 'good', 'work']","['course', 'great', 'think', 'great', 'point', 'start', 'printing', 'lot', 'information', 'links', 'interviews', 'easy', 'understand', 'keep', 'good', 'work']","['cours', 'great', 'think', 'great', 'point', 'start', 'print', 'lot', 'inform', 'link', 'interview', 'easi', 'understand', 'keep', 'good', 'work']","['course', 'great', 'think', 'great', 'point', 'start', 'printing', 'lot', 'information', 'link', 'interview', 'easy', 'understand', 'keep', 'good', 'work']"
229,0.0,0.715,0.285,0.4927,0.005572017282247543,0.1899338811635971,0.8044940829277039,1.0,1.0,3d-printing-revolution,Very useful for understanding the basics of 3D printing technology.,5,en,Very useful for understanding the basics of 3D printing technology.,very useful for understanding the basics of d printing technology,"['very', 'useful', 'for', 'understanding', 'the', 'basics', 'of', 'd', 'printing', 'technology']","['useful', 'understanding', 'basics', 'printing', 'technology']","['use', 'understand', 'basic', 'print', 'technolog']","['useful', 'understand', 'basic', 'printing', 'technology']"
230,0.0,0.894,0.106,0.9229,0.003251032205298543,0.02698606625199318,0.9697628617286682,1.0,1.0,3d-printing-revolution,"This is a fantastic course, even if you've never before heard of 3D printing or you've been using a 3D printer for a while, and I'd highly recommend it to anyone interested in technology or futuristic concepts.The videos in this course are very engaging. There are a plethora of interviews with people who are involved with the 3D printing industry, who discuss specific topics in 3D printing, and each offer their views on the future of 3D printing. All the different opinions and perspectives really helped me understand the importance of 3D printing at both an industry and consumer level. Considering this is an introductory course, it's very thorough, and it consolidates and summarizes information that might take you ages to glean off the internet. Even though I had a 3D printer before I took this course, I learned a lot!",5,en,"This is a fantastic course, even if you've never before heard of 3D printing or you've been using a 3D printer for a while, and I'd highly recommend it to anyone interested in technology or futuristic concepts.The videos in this course are very engaging. There are a plethora of interviews with people who are involved with the 3D printing industry, who discuss specific topics in 3D printing, and each offer their views on the future of 3D printing. All the different opinions and perspectives really helped me understand the importance of 3D printing at both an industry and consumer level. Considering this is an introductory course, it's very thorough, and it consolidates and summarizes information that might take you ages to glean off the internet. Even though I had a 3D printer before I took this course, I learned a lot!",this is a fantastic course even if youve never before heard of d printing or youve been using a d printer for a while and id highly recommend it to anyone interested in technology or futuristic conceptsthe videos in this course are very engaging there are a plethora of interviews with people who are involved with the d printing industry who discuss specific topics in d printing and each offer their views on the future of d printing all the different opinions and perspectives really helped me understand the importance of d printing at both an industry and consumer level considering this is an introductory course its very thorough and it consolidates and summarizes information that might take you ages to glean off the internet even though i had a d printer before i took this course i learned a lot,"['this', 'is', 'a', 'fantastic', 'course', 'even', 'if', 'youve', 'never', 'before', 'heard', 'of', 'd', 'printing', 'or', 'youve', 'been', 'using', 'a', 'd', 'printer', 'for', 'a', 'while', 'and', 'id', 'highly', 'recommend', 'it', 'to', 'anyone', 'interested', 'in', 'technology', 'or', 'futuristic', 'conceptsthe', 'videos', 'in', 'this', 'course', 'are', 'very', 'engaging', 'there', 'are', 'a', 'plethora', 'of', 'interviews', 'with', 'people', 'who', 'are', 'involved', 'with', 'the', 'd', 'printing', 'industry', 'who', 'discuss', 'specific', 'topics', 'in', 'd', 'printing', 'and', 'each', 'offer', 'their', 'views', 'on', 'the', 'future', 'of', 'd', 'printing', 'all', 'the', 'different', 'opinions', 'and', 'perspectives', 'really', 'helped', 'me', 'understand', 'the', 'importance', 'of', 'd', 'printing', 'at', 'both', 'an', 'industry', 'and', 'consumer', 'level', 'considering', 'this', 'is', 'an', 'introductory', 'course', 'its', 'very', 'thorough', 'and', 'it', 'consolidates', 'and', 'summarizes', 'information', 'that', 'might', 'take', 'you', 'ages', 'to', 'glean', 'off', 'the', 'internet', 'even', 'though', 'i', 'had', 'a', 'd', 'printer', 'before', 'i', 'took', 'this', 'course', 'i', 'learned', 'a', 'lot']","['fantastic', 'course', 'even', 'youve', 'never', 'heard', 'printing', 'youve', 'using', 'printer', 'id', 'highly', 'recommend', 'anyone', 'interested', 'technology', 'futuristic', 'conceptsthe', 'videos', 'course', 'engaging', 'plethora', 'interviews', 'people', 'involved', 'printing', 'industry', 'discuss', 'specific', 'topics', 'printing', 'offer', 'views', 'future', 'printing', 'different', 'opinions', 'perspectives', 'really', 'helped', 'understand', 'importance', 'printing', 'industry', 'consumer', 'level', 'considering', 'introductory', 'course', 'thorough', 'consolidates', 'summarizes', 'information', 'might', 'take', 'ages', 'glean', 'internet', 'even', 'though', 'printer', 'took', 'course', 'learned', 'lot']","['fantast', 'cours', 'even', 'youv', 'never', 'heard', 'print', 'youv', 'use', 'printer', 'id', 'highli', 'recommend', 'anyon', 'interest', 'technolog', 'futurist', 'conceptsth', 'video', 'cours', 'engag', 'plethora', 'interview', 'peopl', 'involv', 'print', 'industri', 'discuss', 'specif', 'topic', 'print', 'offer', 'view', 'futur', 'print', 'differ', 'opinion', 'perspect', 'realli', 'help', 'understand', 'import', 'print', 'industri', 'consum', 'level', 'consid', 'introductori', 'cours', 'thorough', 'consolid', 'summar', 'inform', 'might', 'take', 'age', 'glean', 'internet', 'even', 'though', 'printer', 'took', 'cours', 'learn', 'lot']","['fantastic', 'course', 'even', 'youve', 'never', 'heard', 'printing', 'youve', 'use', 'printer', 'id', 'highly', 'recommend', 'anyone', 'interested', 'technology', 'futuristic', 'conceptsthe', 'video', 'course', 'engage', 'plethora', 'interview', 'people', 'involve', 'printing', 'industry', 'discus', 'specific', 'topic', 'printing', 'offer', 'view', 'future', 'printing', 'different', 'opinion', 'perspective', 'really', 'help', 'understand', 'importance', 'printing', 'industry', 'consumer', 'level', 'consider', 'introductory', 'course', 'thorough', 'consolidates', 'summarizes', 'information', 'might', 'take', 'age', 'glean', 'internet', 'even', 'though', 'printer', 'take', 'course', 'learn', 'lot']"
231,0.0,0.556,0.444,0.4927,0.006545088719576597,0.04035055637359619,0.9531043767929077,1.0,1.0,3d-printing-revolution,Very good intro to 3d printed.,5,en,Very good intro to 3d printed.,very good intro to d printed,"['very', 'good', 'intro', 'to', 'd', 'printed']","['good', 'intro', 'printed']","['good', 'intro', 'print']","['good', 'intro', 'print']"
232,0.028,0.785,0.187,0.923,0.0034515978768467903,0.011917506344616413,0.9846308827400208,1.0,1.0,3d-printing-revolution,"I enjoyed this class very much. All the content was very easy to understand and follow. I love the fact that I can pick up the materials on my phone or table through the app! Is very convenient. Before this class I had no idea 3D printing had been around for so long, I thought it was someone newer, it's amazing to see all the different applications it can be use for.",5,en,"I enjoyed this class very much. All the content was very easy to understand and follow. I love the fact that I can pick up the materials on my phone or table through the app! Is very convenient. Before this class I had no idea 3D printing had been around for so long, I thought it was someone newer, it's amazing to see all the different applications it can be use for.",i enjoyed this class very much all the content was very easy to understand and follow i love the fact that i can pick up the materials on my phone or table through the app is very convenient before this class i had no idea d printing had been around for so long i thought it was someone newer its amazing to see all the different applications it can be use for,"['i', 'enjoyed', 'this', 'class', 'very', 'much', 'all', 'the', 'content', 'was', 'very', 'easy', 'to', 'understand', 'and', 'follow', 'i', 'love', 'the', 'fact', 'that', 'i', 'can', 'pick', 'up', 'the', 'materials', 'on', 'my', 'phone', 'or', 'table', 'through', 'the', 'app', 'is', 'very', 'convenient', 'before', 'this', 'class', 'i', 'had', 'no', 'idea', 'd', 'printing', 'had', 'been', 'around', 'for', 'so', 'long', 'i', 'thought', 'it', 'was', 'someone', 'newer', 'its', 'amazing', 'to', 'see', 'all', 'the', 'different', 'applications', 'it', 'can', 'be', 'use', 'for']","['enjoyed', 'class', 'much', 'content', 'easy', 'understand', 'follow', 'love', 'fact', 'pick', 'materials', 'phone', 'table', 'app', 'convenient', 'class', 'idea', 'printing', 'around', 'long', 'thought', 'someone', 'newer', 'amazing', 'see', 'different', 'applications', 'use']","['enjoy', 'class', 'much', 'content', 'easi', 'understand', 'follow', 'love', 'fact', 'pick', 'materi', 'phone', 'tabl', 'app', 'conveni', 'class', 'idea', 'print', 'around', 'long', 'thought', 'someon', 'newer', 'amaz', 'see', 'differ', 'applic', 'use']","['enjoy', 'class', 'much', 'content', 'easy', 'understand', 'follow', 'love', 'fact', 'pick', 'material', 'phone', 'table', 'app', 'convenient', 'class', 'idea', 'printing', 'around', 'long', 'thought', 'someone', 'newer', 'amaze', 'see', 'different', 'application', 'use']"
233,0.0,1.0,0.0,0.0,0.4914480745792389,0.47780516743659973,0.03074672445654869,-1.0,0.0,3d-printing-revolution,It's not a course... this is a very short general introduction to 3D Printing,1,en,It's not a course... this is a very short general introduction to 3D Printing,its not a course this is a very short general introduction to d printing,"['its', 'not', 'a', 'course', 'this', 'is', 'a', 'very', 'short', 'general', 'introduction', 'to', 'd', 'printing']","['course', 'short', 'general', 'introduction', 'printing']","['cours', 'short', 'gener', 'introduct', 'print']","['course', 'short', 'general', 'introduction', 'printing']"
234,0.0,0.876,0.124,0.6705,0.0020236941054463387,0.11567674577236176,0.8822996020317078,1.0,1.0,3d-printing-revolution,"Hello!My name is Ahmed from Egypt, I am 3D Hubs Mayor. I think it's The first course in the internet which will give you the opportunity to know a lot of things about 3D Printing so stay tuned and register now if you interested in 3D printing.Cheers,",5,en,"Hello!My name is Ahmed from Egypt, I am 3D Hubs Mayor. I think it's The first course in the internet which will give you the opportunity to know a lot of things about 3D Printing so stay tuned and register now if you interested in 3D printing.Cheers,",hellomy name is ahmed from egypt i am d hubs mayor i think its the first course in the internet which will give you the opportunity to know a lot of things about d printing so stay tuned and register now if you interested in d printingcheers,"['hellomy', 'name', 'is', 'ahmed', 'from', 'egypt', 'i', 'am', 'd', 'hubs', 'mayor', 'i', 'think', 'its', 'the', 'first', 'course', 'in', 'the', 'internet', 'which', 'will', 'give', 'you', 'the', 'opportunity', 'to', 'know', 'a', 'lot', 'of', 'things', 'about', 'd', 'printing', 'so', 'stay', 'tuned', 'and', 'register', 'now', 'if', 'you', 'interested', 'in', 'd', 'printingcheers']","['hellomy', 'name', 'ahmed', 'egypt', 'hubs', 'mayor', 'think', 'first', 'course', 'internet', 'give', 'opportunity', 'know', 'lot', 'things', 'printing', 'stay', 'tuned', 'register', 'interested', 'printingcheers']","['hellomi', 'name', 'ahm', 'egypt', 'hub', 'mayor', 'think', 'first', 'cours', 'internet', 'give', 'opportun', 'know', 'lot', 'thing', 'print', 'stay', 'tune', 'regist', 'interest', 'printingch']","['hellomy', 'name', 'ahmed', 'egypt', 'hub', 'mayor', 'think', 'first', 'course', 'internet', 'give', 'opportunity', 'know', 'lot', 'thing', 'printing', 'stay', 'tune', 'register', 'interested', 'printingcheers']"
235,0.0,0.568,0.432,0.7264,0.005010634195059538,0.020363541319966316,0.9746257662773132,1.0,1.0,3d-printing-revolution,El curso es muy bueno!!! Practico y fácil de seguir.,5,es,The course is very good !!!I practice and easy to follow.,the course is very good i practice and easy to follow,"['the', 'course', 'is', 'very', 'good', 'i', 'practice', 'and', 'easy', 'to', 'follow']","['course', 'good', 'practice', 'easy', 'follow']","['cours', 'good', 'practic', 'easi', 'follow']","['course', 'good', 'practice', 'easy', 'follow']"
236,0.0,0.89,0.11,0.5574,0.002398973796516657,0.024064015597105026,0.9735369682312012,1.0,1.0,3d-printing-revolution,"Pour avoir parcouru les deux premiers chapitres, je trouve que le contenu est riche, plutôt didactique. Les interlocuteurs choisis sont des personnes pertinentes, reconnues dans leur domaine. J'ai hâte de découvrir la suite ...",5,fr,"For having traveled the first two chapters, I find that the content is rich, rather didactic.The interlocutors chosen are relevant people, recognized in their field.I can't wait to discover the rest ...",for having traveled the first two chapters i find that the content is rich rather didacticthe interlocutors chosen are relevant people recognized in their fieldi cant wait to discover the rest ,"['for', 'having', 'traveled', 'the', 'first', 'two', 'chapters', 'i', 'find', 'that', 'the', 'content', 'is', 'rich', 'rather', 'didacticthe', 'interlocutors', 'chosen', 'are', 'relevant', 'people', 'recognized', 'in', 'their', 'fieldi', 'cant', 'wait', 'to', 'discover', 'the', 'rest']","['traveled', 'first', 'two', 'chapters', 'find', 'content', 'rich', 'rather', 'didacticthe', 'interlocutors', 'chosen', 'relevant', 'people', 'recognized', 'fieldi', 'cant', 'wait', 'discover', 'rest']","['travel', 'first', 'two', 'chapter', 'find', 'content', 'rich', 'rather', 'didacticth', 'interlocutor', 'chosen', 'relev', 'peopl', 'recogn', 'fieldi', 'cant', 'wait', 'discov', 'rest']","['travel', 'first', 'two', 'chapter', 'find', 'content', 'rich', 'rather', 'didacticthe', 'interlocutor', 'chosen', 'relevant', 'people', 'recognize', 'fieldi', 'cant', 'wait', 'discover', 'rest']"
237,0.0,0.764,0.236,0.7778,0.007032787427306175,0.033416468650102615,0.9595507979393005,1.0,1.0,3d-printing-revolution,This is a great introduction to 3d printing and the maker movement. Things I thought I knew were corrected and resources I never knew about were introduced. Very worthwhile,5,en,This is a great introduction to 3d printing and the maker movement. Things I thought I knew were corrected and resources I never knew about were introduced. Very worthwhile,this is a great introduction to d printing and the maker movement things i thought i knew were corrected and resources i never knew about were introduced very worthwhile,"['this', 'is', 'a', 'great', 'introduction', 'to', 'd', 'printing', 'and', 'the', 'maker', 'movement', 'things', 'i', 'thought', 'i', 'knew', 'were', 'corrected', 'and', 'resources', 'i', 'never', 'knew', 'about', 'were', 'introduced', 'very', 'worthwhile']","['great', 'introduction', 'printing', 'maker', 'movement', 'things', 'thought', 'knew', 'corrected', 'resources', 'never', 'knew', 'introduced', 'worthwhile']","['great', 'introduct', 'print', 'maker', 'movement', 'thing', 'thought', 'knew', 'correct', 'resourc', 'never', 'knew', 'introduc', 'worthwhil']","['great', 'introduction', 'printing', 'maker', 'movement', 'thing', 'thought', 'knew', 'correct', 'resource', 'never', 'knew', 'introduce', 'worthwhile']"
238,0.21,0.635,0.155,-0.1779,0.5611162185668945,0.3596803843975067,0.07920343428850174,-1.0,-1.0,3d-printing-revolution,Good information but way too short for what Coursera charges.,3,en,Good information but way too short for what Coursera charges.,good information but way too short for what coursera charges,"['good', 'information', 'but', 'way', 'too', 'short', 'for', 'what', 'coursera', 'charges']","['good', 'information', 'way', 'short', 'coursera', 'charges']","['good', 'inform', 'way', 'short', 'coursera', 'charg']","['good', 'information', 'way', 'short', 'coursera', 'charge']"
239,0.0,0.192,0.808,0.6369,0.024501917883753777,0.2312314808368683,0.7442665696144104,1.0,1.0,3d-printing-revolution,I love course.,5,en,I love course.,i love course,"['i', 'love', 'course']","['love', 'course']","['love', 'cours']","['love', 'course']"
240,0.0,0.5,0.5,0.6124,0.017126385122537613,0.12601882219314575,0.8568548560142517,1.0,1.0,3d-printing-revolution,Practically oriented and brilliantly organized!,5,en,Practically oriented and brilliantly organized!,practically oriented and brilliantly organized,"['practically', 'oriented', 'and', 'brilliantly', 'organized']","['practically', 'oriented', 'brilliantly', 'organized']","['practic', 'orient', 'brilliantli', 'organ']","['practically', 'orient', 'brilliantly', 'organize']"
241,0.0,0.604,0.396,0.8479,0.0031418839935213327,0.01551583781838417,0.9813422560691833,1.0,1.0,3d-printing-revolution,It was a perfect introductory course for those who really want to learn something about 3D-Printing. I loved it..,5,en,It was a perfect introductory course for those who really want to learn something about 3D-Printing. I loved it..,it was a perfect introductory course for those who really want to learn something about dprinting i loved it,"['it', 'was', 'a', 'perfect', 'introductory', 'course', 'for', 'those', 'who', 'really', 'want', 'to', 'learn', 'something', 'about', 'dprinting', 'i', 'loved', 'it']","['perfect', 'introductory', 'course', 'really', 'want', 'learn', 'something', 'dprinting', 'loved']","['perfect', 'introductori', 'cours', 'realli', 'want', 'learn', 'someth', 'dprint', 'love']","['perfect', 'introductory', 'course', 'really', 'want', 'learn', 'something', 'dprinting', 'love']"
242,0.0,0.799,0.201,0.807,0.003340690163895488,0.06526603549718857,0.9313932061195374,1.0,1.0,3d-printing-revolution,"Best place to get yourself up-to-date with the ""state-of-the-art"" in 3D printing. I really liked 'The Revolutionaries' section where you get exposure to all the inter-disciplinary ideas floating around in the 3D Printing landscape.",5,en,"Best place to get yourself up-to-date with the ""state-of-the-art"" in 3D printing. I really liked 'The Revolutionaries' section where you get exposure to all the inter-disciplinary ideas floating around in the 3D Printing landscape.",best place to get yourself uptodate with the stateoftheart in d printing i really liked the revolutionaries section where you get exposure to all the interdisciplinary ideas floating around in the d printing landscape,"['best', 'place', 'to', 'get', 'yourself', 'uptodate', 'with', 'the', 'stateoftheart', 'in', 'd', 'printing', 'i', 'really', 'liked', 'the', 'revolutionaries', 'section', 'where', 'you', 'get', 'exposure', 'to', 'all', 'the', 'interdisciplinary', 'ideas', 'floating', 'around', 'in', 'the', 'd', 'printing', 'landscape']","['best', 'place', 'get', 'uptodate', 'stateoftheart', 'printing', 'really', 'liked', 'revolutionaries', 'section', 'get', 'exposure', 'interdisciplinary', 'ideas', 'floating', 'around', 'printing', 'landscape']","['best', 'place', 'get', 'uptod', 'stateoftheart', 'print', 'realli', 'like', 'revolutionari', 'section', 'get', 'exposur', 'interdisciplinari', 'idea', 'float', 'around', 'print', 'landscap']","['best', 'place', 'get', 'uptodate', 'stateoftheart', 'printing', 'really', 'like', 'revolutionary', 'section', 'get', 'exposure', 'interdisciplinary', 'idea', 'float', 'around', 'printing', 'landscape']"
243,0.0,0.513,0.487,0.6901,0.0065038567408919334,0.014517596922814846,0.9789785742759705,1.0,1.0,3d-printing-revolution,"Thank you for this course, very good course.",5,en,"Thank you for this course, very good course.",thank you for this course very good course,"['thank', 'you', 'for', 'this', 'course', 'very', 'good', 'course']","['thank', 'course', 'good', 'course']","['thank', 'cours', 'good', 'cours']","['thank', 'course', 'good', 'course']"
244,0.022,0.876,0.103,0.9353,0.01577060855925083,0.06606107205152512,0.918168306350708,1.0,1.0,3d-printing-revolution,"I am very glad to see courses like this one on Coursera. The course itself is well structured and contains a lot of useful information and that is exactly what I needed in one place.My only complaint is the price of the course - I think it is a bit expensive especially for this first part of the specialisation - it is an introductory two week course with a lot of advertising...£40..common..are you serious?? A lot of people will buy personal 3D printers or kits after the course, some of them will make a decision to buy a 3D printer for a company they work for (as myself), Fusion 360 subscriptions etc. These companies should sponsor such courses to make them more affordable - it is their interest.I made several courses on Coursera already (Mechanical and Electrical Engineering), they were 5 to 8 weeks and comprised a lot of quite hard work from mentors and students and were only £32 for certificate.I like the idea of this specialisation but I decided not to pay for the certificate because of its price. Although I am very happy to have access to the courses and I thank you for you effort!",4,en,"I am very glad to see courses like this one on Coursera. The course itself is well structured and contains a lot of useful information and that is exactly what I needed in one place.My only complaint is the price of the course - I think it is a bit expensive especially for this first part of the specialisation - it is an introductory two week course with a lot of advertising...£40..common..are you serious?? A lot of people will buy personal 3D printers or kits after the course, some of them will make a decision to buy a 3D printer for a company they work for (as myself), Fusion 360 subscriptions etc. These companies should sponsor such courses to make them more affordable - it is their interest.I made several courses on Coursera already (Mechanical and Electrical Engineering), they were 5 to 8 weeks and comprised a lot of quite hard work from mentors and students and were only £32 for certificate.I like the idea of this specialisation but I decided not to pay for the certificate because of its price. Although I am very happy to have access to the courses and I thank you for you effort!",i am very glad to see courses like this one on coursera the course itself is well structured and contains a lot of useful information and that is exactly what i needed in one placemy only complaint is the price of the course  i think it is a bit expensive especially for this first part of the specialisation  it is an introductory two week course with a lot of advertisingcommonare you serious a lot of people will buy personal d printers or kits after the course some of them will make a decision to buy a d printer for a company they work for as myself fusion  subscriptions etc these companies should sponsor such courses to make them more affordable  it is their interesti made several courses on coursera already mechanical and electrical engineering they were  to  weeks and comprised a lot of quite hard work from mentors and students and were only  for certificatei like the idea of this specialisation but i decided not to pay for the certificate because of its price although i am very happy to have access to the courses and i thank you for you effort,"['i', 'am', 'very', 'glad', 'to', 'see', 'courses', 'like', 'this', 'one', 'on', 'coursera', 'the', 'course', 'itself', 'is', 'well', 'structured', 'and', 'contains', 'a', 'lot', 'of', 'useful', 'information', 'and', 'that', 'is', 'exactly', 'what', 'i', 'needed', 'in', 'one', 'placemy', 'only', 'complaint', 'is', 'the', 'price', 'of', 'the', 'course', 'i', 'think', 'it', 'is', 'a', 'bit', 'expensive', 'especially', 'for', 'this', 'first', 'part', 'of', 'the', 'specialisation', 'it', 'is', 'an', 'introductory', 'two', 'week', 'course', 'with', 'a', 'lot', 'of', 'advertisingcommonare', 'you', 'serious', 'a', 'lot', 'of', 'people', 'will', 'buy', 'personal', 'd', 'printers', 'or', 'kits', 'after', 'the', 'course', 'some', 'of', 'them', 'will', 'make', 'a', 'decision', 'to', 'buy', 'a', 'd', 'printer', 'for', 'a', 'company', 'they', 'work', 'for', 'as', 'myself', 'fusion', 'subscriptions', 'etc', 'these', 'companies', 'should', 'sponsor', 'such', 'courses', 'to', 'make', 'them', 'more', 'affordable', 'it', 'is', 'their', 'interesti', 'made', 'several', 'courses', 'on', 'coursera', 'already', 'mechanical', 'and', 'electrical', 'engineering', 'they', 'were', 'to', 'weeks', 'and', 'comprised', 'a', 'lot', 'of', 'quite', 'hard', 'work', 'from', 'mentors', 'and', 'students', 'and', 'were', 'only', 'for', 'certificatei', 'like', 'the', 'idea', 'of', 'this', 'specialisation', 'but', 'i', 'decided', 'not', 'to', 'pay', 'for', 'the', 'certificate', 'because', 'of', 'its', 'price', 'although', 'i', 'am', 'very', 'happy', 'to', 'have', 'access', 'to', 'the', 'courses', 'and', 'i', 'thank', 'you', 'for', 'you', 'effort']","['glad', 'see', 'courses', 'like', 'one', 'coursera', 'course', 'well', 'structured', 'contains', 'lot', 'useful', 'information', 'exactly', 'needed', 'one', 'placemy', 'complaint', 'price', 'course', 'think', 'bit', 'expensive', 'especially', 'first', 'part', 'specialisation', 'introductory', 'two', 'week', 'course', 'lot', 'advertisingcommonare', 'serious', 'lot', 'people', 'buy', 'personal', 'printers', 'kits', 'course', 'make', 'decision', 'buy', 'printer', 'company', 'work', 'fusion', 'subscriptions', 'etc', 'companies', 'sponsor', 'courses', 'make', 'affordable', 'interesti', 'made', 'several', 'courses', 'coursera', 'already', 'mechanical', 'electrical', 'engineering', 'weeks', 'comprised', 'lot', 'quite', 'hard', 'work', 'mentors', 'students', 'certificatei', 'like', 'idea', 'specialisation', 'decided', 'pay', 'certificate', 'price', 'although', 'happy', 'access', 'courses', 'thank', 'effort']","['glad', 'see', 'cours', 'like', 'one', 'coursera', 'cours', 'well', 'structur', 'contain', 'lot', 'use', 'inform', 'exactli', 'need', 'one', 'placemi', 'complaint', 'price', 'cours', 'think', 'bit', 'expens', 'especi', 'first', 'part', 'specialis', 'introductori', 'two', 'week', 'cours', 'lot', 'advertisingcommonar', 'seriou', 'lot', 'peopl', 'buy', 'person', 'printer', 'kit', 'cours', 'make', 'decis', 'buy', 'printer', 'compani', 'work', 'fusion', 'subscript', 'etc', 'compani', 'sponsor', 'cours', 'make', 'afford', 'interesti', 'made', 'sever', 'cours', 'coursera', 'alreadi', 'mechan', 'electr', 'engin', 'week', 'compris', 'lot', 'quit', 'hard', 'work', 'mentor', 'student', 'certificatei', 'like', 'idea', 'specialis', 'decid', 'pay', 'certif', 'price', 'although', 'happi', 'access', 'cours', 'thank', 'effort']","['glad', 'see', 'course', 'like', 'one', 'coursera', 'course', 'well', 'structure', 'contains', 'lot', 'useful', 'information', 'exactly', 'need', 'one', 'placemy', 'complaint', 'price', 'course', 'think', 'bit', 'expensive', 'especially', 'first', 'part', 'specialisation', 'introductory', 'two', 'week', 'course', 'lot', 'advertisingcommonare', 'serious', 'lot', 'people', 'buy', 'personal', 'printer', 'kit', 'course', 'make', 'decision', 'buy', 'printer', 'company', 'work', 'fusion', 'subscription', 'etc', 'company', 'sponsor', 'course', 'make', 'affordable', 'interesti', 'make', 'several', 'course', 'coursera', 'already', 'mechanical', 'electrical', 'engineering', 'week', 'comprise', 'lot', 'quite', 'hard', 'work', 'mentor', 'student', 'certificatei', 'like', 'idea', 'specialisation', 'decide', 'pay', 'certificate', 'price', 'although', 'happy', 'access', 'course', 'thank', 'effort']"
